title,artist,album,album_cover,duration_ms,uri
Fortnight (feat. Post Malone),"Taylor Swift, Post Malone",THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,228965,spotify:track:6dODwocEuGzHAavXqTbwHv
The Tortured Poets Department,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,293048,spotify:track:4PdLaGZubp4lghChqp8erB
My Boy Only Breaks His Favorite Toys,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,203801,spotify:track:7uGYWMwRy24dm7RUDDhUlD
Down Bad,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,261228,spotify:track:1kbEbBdEgQdQeLXCJh28pJ
"So Long, London",Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,262974,spotify:track:7wAkQFShJ27V8362MqevQr
But Daddy I Love Him,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,340428,spotify:track:4QMgEffJQuKtjCNvqfRZ0m
Fresh Out The Slammer,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,210789,spotify:track:7IWcDWOfiooH5hRs9XOVYz
Florida!!! (feat. Florence + The Machine),"Taylor Swift, Florence + The Machine",THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,215463,spotify:track:5ExOm0dh4NyRyAdSAO9hyM
Guilty as Sin?,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,254365,spotify:track:799KrpEbhZp0MHeiA8YK9P
Who’s Afraid of Little Old Me?,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,334084,spotify:track:2d8UxVNhJinc8uat9PoM9y
I Can Fix Him (No Really I Can),Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,156297,spotify:track:5chnRTB9qMK3W1M41SnU9s
loml,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,277156,spotify:track:3YkNIrAvbKNrrwwEd7NVLl
I Can Do It With a Broken Heart,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,218004,spotify:track:2fPvQfGQEZOKtJ9qXeL4x8
The Smallest Man Who Ever Lived,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,245541,spotify:track:1xtw1krCR6Dw2KwkXw5z63
The Alchemy,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,196900,spotify:track:1tuNqJOtRQVHvONR8Lg3MZ
Clara Bow,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,216662,spotify:track:4d9PtIEVij9jW5OaLinH66
The Black Dog,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,238857,spotify:track:62E2nR0od0M5HYxuYLaDz7
imgonnagetyouback,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,222072,spotify:track:1kcwpPDQnqEqmezzXdJTCP
The Albatross,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,183878,spotify:track:4EF6IyONolQy0bIQXm2EmX
Chloe or Sam or Sophia or Marcus,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,213281,spotify:track:1rmEsOezwf2lmIZTMAO5Ag
No One Mourns the Wicked,"Wicked Movie Cast, Ariana Grande, Andy Nyman, Courtney-Mae Briggs, Jeff Goldblum, Sharon D. Clarke, Jenna Boyd",Wicked: The Soundtrack,https://i.scdn.co/image/ab67616d0000b27341ded89391c5350f6b8f991c,447991,spotify:track:0br9vcQnqeqp9PKCGsrxAF
Dear Old Shiz,"Wicked Movie Cast, Shiz University Choir, Ariana Grande",Wicked: The Soundtrack,https://i.scdn.co/image/ab67616d0000b27341ded89391c5350f6b8f991c,71734,spotify:track:4HAhrqmjZ6ltgVdPF8K6wn
The Wizard And I,"Cynthia Erivo, Michelle Yeoh",Wicked: The Soundtrack,https://i.scdn.co/image/ab67616d0000b27341ded89391c5350f6b8f991c,336858,spotify:track:4mxj6SQ7BxfQ90CBTbxcwH
What Is This Feeling?,"Ariana Grande, Cynthia Erivo",Wicked: The Soundtrack,https://i.scdn.co/image/ab67616d0000b27341ded89391c5350f6b8f991c,228947,spotify:track:7eGuPhpdS8sBjPJNuAShUX
Something Bad,"Peter Dinklage, Cynthia Erivo",Wicked: The Soundtrack,https://i.scdn.co/image/ab67616d0000b27341ded89391c5350f6b8f991c,108300,spotify:track:5E2ASK5znLzoizBy4njhM4
Dancing Through Life,"Jonathan Bailey, Ariana Grande, Ethan Slater, Marissa Bode, Cynthia Erivo",Wicked: The Soundtrack,https://i.scdn.co/image/ab67616d0000b27341ded89391c5350f6b8f991c,587364,spotify:track:6qo8v2y2MHUSPLs7VBc6cG
Popular,Ariana Grande,Wicked: The Soundtrack,https://i.scdn.co/image/ab67616d0000b27341ded89391c5350f6b8f991c,241501,spotify:track:3i8fIJNV0yuC4kXT3SkVBZ
I’m Not That Girl,Cynthia Erivo,Wicked: The Soundtrack,https://i.scdn.co/image/ab67616d0000b27341ded89391c5350f6b8f991c,237043,spotify:track:2tWioTW2rs0CXf1dTXlRrX
One Short Day,"Cynthia Erivo, Ariana Grande, Kristin Chenoweth, Idina Menzel, Michael McCorry Rose",Wicked: The Soundtrack,https://i.scdn.co/image/ab67616d0000b27341ded89391c5350f6b8f991c,392668,spotify:track:4jNerIJa2IOeL5gVDvMNLW
A Sentimental Man,Jeff Goldblum,Wicked: The Soundtrack,https://i.scdn.co/image/ab67616d0000b27341ded89391c5350f6b8f991c,132621,spotify:track:2Nox49biysRuKoIaDWMemm
Defying Gravity,"Cynthia Erivo, Ariana Grande",Wicked: The Soundtrack,https://i.scdn.co/image/ab67616d0000b27341ded89391c5350f6b8f991c,459766,spotify:track:5QMrH5nszZZR3nefIj6Mar
Ozdust Duet - Bonus Track,The Wicked Orchestra,Wicked: The Soundtrack,https://i.scdn.co/image/ab67616d0000b27341ded89391c5350f6b8f991c,131863,spotify:track:5oUggqlg7zOto1unBbj393
intro (end of the world),Ariana Grande,eternal sunshine (slightly deluxe and also live),https://i.scdn.co/image/ab67616d0000b2730497121c2a34a6a1cb885e97,92400,spotify:track:7EhJMeBeptBfJh8kkjZXjw
bye,Ariana Grande,eternal sunshine (slightly deluxe and also live),https://i.scdn.co/image/ab67616d0000b2730497121c2a34a6a1cb885e97,164927,spotify:track:3ogYLHbcHcJnbc16dAjhjt
don't wanna break up again,Ariana Grande,eternal sunshine (slightly deluxe and also live),https://i.scdn.co/image/ab67616d0000b2730497121c2a34a6a1cb885e97,174006,spotify:track:21SiVKUZKwWmL5C64G3R3e
Saturn Returns Interlude,Ariana Grande,eternal sunshine (slightly deluxe and also live),https://i.scdn.co/image/ab67616d0000b2730497121c2a34a6a1cb885e97,42166,spotify:track:3TZzy5oBF3JQ7U1iZtfN5v
eternal sunshine,Ariana Grande,eternal sunshine (slightly deluxe and also live),https://i.scdn.co/image/ab67616d0000b2730497121c2a34a6a1cb885e97,210200,spotify:track:0XhDSaTM3SzZfyP4DLQQyr
supernatural,Ariana Grande,eternal sunshine (slightly deluxe and also live),https://i.scdn.co/image/ab67616d0000b2730497121c2a34a6a1cb885e97,163381,spotify:track:1MrnFWBjQCaaeOc7dhR8Bc
true story,Ariana Grande,eternal sunshine (slightly deluxe and also live),https://i.scdn.co/image/ab67616d0000b2730497121c2a34a6a1cb885e97,163278,spotify:track:2Nq87hLQ4cUKNQTdpnnaRr
the boy is mine,Ariana Grande,eternal sunshine (slightly deluxe and also live),https://i.scdn.co/image/ab67616d0000b2730497121c2a34a6a1cb885e97,173639,spotify:track:46ss5XTo2UVPp1rfFTBQRl
Tides - Live,Ed Sheeran,+-=÷× (Tour Collection: Live),https://i.scdn.co/image/ab67616d0000b2732a18a1cd29940db94799c62d,200085,spotify:track:2FkEpuS5N3MFtvZqqn7VLk
BLOW - Live,Ed Sheeran,+-=÷× (Tour Collection: Live),https://i.scdn.co/image/ab67616d0000b2732a18a1cd29940db94799c62d,202181,spotify:track:1cSmk4ZC7QdJLBATbAzZO6
Castle on the Hill - Live,Ed Sheeran,+-=÷× (Tour Collection: Live),https://i.scdn.co/image/ab67616d0000b2732a18a1cd29940db94799c62d,266027,spotify:track:4reJVinvcf71t71VCYwHat
Shivers - Live,Ed Sheeran,+-=÷× (Tour Collection: Live),https://i.scdn.co/image/ab67616d0000b2732a18a1cd29940db94799c62d,268054,spotify:track:6X2RX9M4x4hs863DDNUMNg
The A Team - Live,Ed Sheeran,+-=÷× (Tour Collection: Live),https://i.scdn.co/image/ab67616d0000b2732a18a1cd29940db94799c62d,254073,spotify:track:7gnMJEqeFry2idtHhFp20R
Don't/Nina Medley - Live,Ed Sheeran,+-=÷× (Tour Collection: Live),https://i.scdn.co/image/ab67616d0000b2732a18a1cd29940db94799c62d,371462,spotify:track:7g35KmsQDeVPjXBOF1DL1F
Lego House - Live,Ed Sheeran,+-=÷× (Tour Collection: Live),https://i.scdn.co/image/ab67616d0000b2732a18a1cd29940db94799c62d,212155,spotify:track:6lbjb2cL5zPU4N7KCeEaU4
Dive - Live,Ed Sheeran,+-=÷× (Tour Collection: Live),https://i.scdn.co/image/ab67616d0000b2732a18a1cd29940db94799c62d,260232,spotify:track:2Hj1dHLl0aAekX3Sm4iK9B
I See Fire - Live,Ed Sheeran,+-=÷× (Tour Collection: Live),https://i.scdn.co/image/ab67616d0000b2732a18a1cd29940db94799c62d,483010,spotify:track:3ctXIw6KwoaMkfLCxtFCjr
Eyes Closed - Live,Ed Sheeran,+-=÷× (Tour Collection: Live),https://i.scdn.co/image/ab67616d0000b2732a18a1cd29940db94799c62d,252038,spotify:track:2dHOkEYs1s4WdS51YaiZ8f
Give Me Love - Live,Ed Sheeran,+-=÷× (Tour Collection: Live),https://i.scdn.co/image/ab67616d0000b2732a18a1cd29940db94799c62d,417442,spotify:track:5bmCJB6oBM778g2KtAfZwN
Collaborations Medley - Live,Ed Sheeran,+-=÷× (Tour Collection: Live),https://i.scdn.co/image/ab67616d0000b2732a18a1cd29940db94799c62d,401365,spotify:track:3Z9FpylTD2f6B6BhmTYnjN
Lay It All on Me - Live,Ed Sheeran,+-=÷× (Tour Collection: Live),https://i.scdn.co/image/ab67616d0000b2732a18a1cd29940db94799c62d,233478,spotify:track:5zZlLKtPS2Qylq5xu0K8ab
Overpass Graffiti - Live,Ed Sheeran,+-=÷× (Tour Collection: Live),https://i.scdn.co/image/ab67616d0000b2732a18a1cd29940db94799c62d,256403,spotify:track:1U5FWT6cHrEM8eD17uEVvn
Galway Girl - Live,Ed Sheeran,+-=÷× (Tour Collection: Live),https://i.scdn.co/image/ab67616d0000b2732a18a1cd29940db94799c62d,157749,spotify:track:5E2TlBW4XPfcCBsoGsx5t9
Thinking out Loud - Live,Ed Sheeran,+-=÷× (Tour Collection: Live),https://i.scdn.co/image/ab67616d0000b2732a18a1cd29940db94799c62d,320017,spotify:track:341taDjwWRCScNcntpP6M2
Sing - Live,Ed Sheeran,+-=÷× (Tour Collection: Live),https://i.scdn.co/image/ab67616d0000b2732a18a1cd29940db94799c62d,299458,spotify:track:3VJDDJ9h4Q4dW4BguhfgC0
Photograph - Live,Ed Sheeran,+-=÷× (Tour Collection: Live),https://i.scdn.co/image/ab67616d0000b2732a18a1cd29940db94799c62d,313093,spotify:track:6hNHv8R1k5FChHn80uuYES
Tenerife Sea - Live,Ed Sheeran,+-=÷× (Tour Collection: Live),https://i.scdn.co/image/ab67616d0000b2732a18a1cd29940db94799c62d,370234,spotify:track:4sqW02Ul637AmGJbN0giXz
Happier - Live,Ed Sheeran,+-=÷× (Tour Collection: Live),https://i.scdn.co/image/ab67616d0000b2732a18a1cd29940db94799c62d,228930,spotify:track:3ruW3vlgFiKNnsIC52uBlZ
CN TOWER,"PARTYNEXTDOOR, Drake",$ome $exy $ongs 4 U,https://i.scdn.co/image/ab67616d0000b273fcb7f84280bc41e3c4c873ac,241889,spotify:track:4u43I0LP2Xf85OAS85eG0R
MOTH BALLS,"PARTYNEXTDOOR, Drake",$ome $exy $ongs 4 U,https://i.scdn.co/image/ab67616d0000b273fcb7f84280bc41e3c4c873ac,212629,spotify:track:7DL2F2bueQycqYjqsjHYjG
SOMETHING ABOUT YOU,"PARTYNEXTDOOR, Drake",$ome $exy $ongs 4 U,https://i.scdn.co/image/ab67616d0000b273fcb7f84280bc41e3c4c873ac,218682,spotify:track:1F6nHHDJyTHLgDDFj1ZZDt
CRYING IN CHANEL,Drake,$ome $exy $ongs 4 U,https://i.scdn.co/image/ab67616d0000b273fcb7f84280bc41e3c4c873ac,199602,spotify:track:5aIEFCKhVUM5sKkwOSdFiM
SPIDER-MAN SUPERMAN,"PARTYNEXTDOOR, Drake",$ome $exy $ongs 4 U,https://i.scdn.co/image/ab67616d0000b273fcb7f84280bc41e3c4c873ac,203893,spotify:track:4GqhG9rDuRUoNyDSMJ0Brq
DEEPER,PARTYNEXTDOOR,$ome $exy $ongs 4 U,https://i.scdn.co/image/ab67616d0000b273fcb7f84280bc41e3c4c873ac,172337,spotify:track:4JeD0FGslDsMeeahEGZa2L
SMALL TOWN FAME,Drake,$ome $exy $ongs 4 U,https://i.scdn.co/image/ab67616d0000b273fcb7f84280bc41e3c4c873ac,148509,spotify:track:1YHQQFtKqFSFrqL4cNvstU
PIMMIE'S DILEMMA,"Pimmie, PARTYNEXTDOOR, Drake",$ome $exy $ongs 4 U,https://i.scdn.co/image/ab67616d0000b273fcb7f84280bc41e3c4c873ac,118153,spotify:track:3CY3zAjrxKVInh2Lq1QiRb
BRIAN STEEL,Drake,$ome $exy $ongs 4 U,https://i.scdn.co/image/ab67616d0000b273fcb7f84280bc41e3c4c873ac,111406,spotify:track:3FHO87BSOEVAsedSnCTnvz
GIMME A HUG,Drake,$ome $exy $ongs 4 U,https://i.scdn.co/image/ab67616d0000b273fcb7f84280bc41e3c4c873ac,193054,spotify:track:5Nz7hI3cCOHmMR4vSLJ1An
RAINING IN HOUSTON,Drake,$ome $exy $ongs 4 U,https://i.scdn.co/image/ab67616d0000b273fcb7f84280bc41e3c4c873ac,244931,spotify:track:2xxb5zW09uwbgyLprALi9E
LASERS,"PARTYNEXTDOOR, Drake",$ome $exy $ongs 4 U,https://i.scdn.co/image/ab67616d0000b273fcb7f84280bc41e3c4c873ac,198692,spotify:track:2vjFTjmvpFjFM01cNdG2ik
MEET YOUR PADRE,"PARTYNEXTDOOR, Drake, Chino Pacas",$ome $exy $ongs 4 U,https://i.scdn.co/image/ab67616d0000b273fcb7f84280bc41e3c4c873ac,271058,spotify:track:0o5p5zzRN84q6qVbOVONPM
NOKIA,Drake,$ome $exy $ongs 4 U,https://i.scdn.co/image/ab67616d0000b273fcb7f84280bc41e3c4c873ac,241023,spotify:track:2u9S9JJ6hTZS3Vf22HOZKg
DIE TRYING,"PARTYNEXTDOOR, Drake, Yebba",$ome $exy $ongs 4 U,https://i.scdn.co/image/ab67616d0000b273fcb7f84280bc41e3c4c873ac,195431,spotify:track:0NUqi0ps17YpLUC3kgsZq0
SOMEBODY LOVES ME,"PARTYNEXTDOOR, Drake",$ome $exy $ongs 4 U,https://i.scdn.co/image/ab67616d0000b273fcb7f84280bc41e3c4c873ac,182767,spotify:track:2kZoOj1n5vk9BuF0sih58M
CELIBACY,"PARTYNEXTDOOR, Drake",$ome $exy $ongs 4 U,https://i.scdn.co/image/ab67616d0000b273fcb7f84280bc41e3c4c873ac,235620,spotify:track:578CwfxpfH2HxlENOCHc2n
OMW,"PARTYNEXTDOOR, Drake",$ome $exy $ongs 4 U,https://i.scdn.co/image/ab67616d0000b273fcb7f84280bc41e3c4c873ac,233030,spotify:track:775a936b2Vzl3fw86FaVat
GLORIOUS,"PARTYNEXTDOOR, Drake",$ome $exy $ongs 4 U,https://i.scdn.co/image/ab67616d0000b273fcb7f84280bc41e3c4c873ac,205082,spotify:track:1mKNJs35ede94bTPWveVOo
WHEN HE'S GONE,"PARTYNEXTDOOR, Drake",$ome $exy $ongs 4 U,https://i.scdn.co/image/ab67616d0000b273fcb7f84280bc41e3c4c873ac,209836,spotify:track:6mmPe3Y3SEtYb9HZsHTyrj
Born Singer,BTS,Proof,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,238628,spotify:track:1IthE5GNiRzFN5CVaCa445
No More Dream,BTS,Proof,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,222066,spotify:track:27S8iOXD7Z58yvJtyk2S9j
N.O,BTS,Proof,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,209751,spotify:track:2GEnvQgSJhedm2sqZlOP8o
Boy In Luv,BTS,Proof,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,231384,spotify:track:0vMk4IrUfSJQkhwZnVX6us
Danger,BTS,Proof,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,245810,spotify:track:0Q53fuiKLGjDKD7Mme7EoQ
I NEED U,BTS,Proof,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,210986,spotify:track:1GunnGtZCSjLUAPG6yrDUC
RUN,BTS,Proof,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,236748,spotify:track:20Qqyt4bd1oe4KmkTagb2K
Burning Up (FIRE),BTS,Proof,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,203957,spotify:track:5cQPIQAF2T1elxWs7EqB9W
Blood Sweat & Tears,BTS,Proof,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,217051,spotify:track:1wiqEFd8phSCSlteDLSyp2
Spring Day,BTS,Proof,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,274703,spotify:track:4upRoEWkMWhhMfEgPZMFRP
DNA,BTS,Proof,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,223441,spotify:track:2Ygw4CPjg1lg4zxTITYY2V
FAKE LOVE,BTS,Proof,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,242333,spotify:track:3YspylwDrs1LuzPONbKmAL
IDOL,BTS,Proof,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,222732,spotify:track:0KCvsHmGvW2XcsxEWJvLPr
Boy With Luv (Feat. Halsey),"BTS, Halsey",Proof,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,229773,spotify:track:07qrA1FxZpXy383wX3IDEb
ON,BTS,Proof,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,246817,spotify:track:0U4hNZFJYNFdEAXZcHbkkc
Dynamite,BTS,Proof,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,199293,spotify:track:1hIuSG6xV4RDgD8bDVKP7N
Life Goes On,BTS,Proof,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,208088,spotify:track:1VjqXwHU3isibdXLEtXc4q
Butter,BTS,Proof,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,164952,spotify:track:6jjYDGxVJsWS0a5wlVF5vS
Yet To Come,BTS,Proof,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,193593,spotify:track:10SRMwb9EuVS1K9rYsBfHQ
Run BTS,BTS,Proof,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,204939,spotify:track:69xohKu8C1fsflYAiSNbwM
Wake Me Up (feat. Justice),"The Weeknd, Justice",Hurry Up Tomorrow,https://i.scdn.co/image/ab67616d0000b273982320da137d0de34410df61,308575,spotify:track:5673WA8EEUSPx1ir26lhGW
Cry For Me,The Weeknd,Hurry Up Tomorrow,https://i.scdn.co/image/ab67616d0000b273982320da137d0de34410df61,224136,spotify:track:3AWDeHLc88XogCaCnZQLVI
I Can't Fucking Sing,The Weeknd,Hurry Up Tomorrow,https://i.scdn.co/image/ab67616d0000b273982320da137d0de34410df61,12288,spotify:track:64JIAZ0bS7WoARYfWQGCoz
São Paulo (feat. Anitta),"The Weeknd, Anitta",Hurry Up Tomorrow,https://i.scdn.co/image/ab67616d0000b273982320da137d0de34410df61,301623,spotify:track:7DY756WOLyOz2Xnhw4EFiC
Until We're Skin & Bones,The Weeknd,Hurry Up Tomorrow,https://i.scdn.co/image/ab67616d0000b273982320da137d0de34410df61,22033,spotify:track:6jDGDtQPC46pFqxph3qdbD
Baptized In Fear,The Weeknd,Hurry Up Tomorrow,https://i.scdn.co/image/ab67616d0000b273982320da137d0de34410df61,232176,spotify:track:5rzI6Jnlhx8DgVgsOLorfW
Open Hearts,The Weeknd,Hurry Up Tomorrow,https://i.scdn.co/image/ab67616d0000b273982320da137d0de34410df61,234923,spotify:track:0sTBOp1hdayTjw6UOyPyi6
Opening Night,The Weeknd,Hurry Up Tomorrow,https://i.scdn.co/image/ab67616d0000b273982320da137d0de34410df61,96024,spotify:track:4Msr8L0gHGDsLSBlk7pSPU
"Reflections Laughing (feat. Travis Scott, Florence + The Machine)","The Weeknd, Travis Scott, Florence + The Machine",Hurry Up Tomorrow,https://i.scdn.co/image/ab67616d0000b273982320da137d0de34410df61,291192,spotify:track:2gyHr9WqZeMtzJOpWGuGo6
Enjoy The Show (feat. Future),"The Weeknd, Future",Hurry Up Tomorrow,https://i.scdn.co/image/ab67616d0000b273982320da137d0de34410df61,301428,spotify:track:637oNhilCI9UlkWkUW4Grt
Given Up On Me,The Weeknd,Hurry Up Tomorrow,https://i.scdn.co/image/ab67616d0000b273982320da137d0de34410df61,354781,spotify:track:0FolPJnYMo71Z7qasTuoJT
I Can't Wait To Get There,The Weeknd,Hurry Up Tomorrow,https://i.scdn.co/image/ab67616d0000b273982320da137d0de34410df61,188921,spotify:track:0bcZ7xN9IcjSNxLerzR2yl
Timeless (feat Playboi Carti),"The Weeknd, Playboi Carti",Hurry Up Tomorrow,https://i.scdn.co/image/ab67616d0000b273982320da137d0de34410df61,256000,spotify:track:0FIDCNYYjNvPVimz5icugS
Niagara Falls,The Weeknd,Hurry Up Tomorrow,https://i.scdn.co/image/ab67616d0000b273982320da137d0de34410df61,277274,spotify:track:2v0AG62ZHtD3I4YmTb3WYM
